"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSAMXG00000014684",63.5570578574181,-1.96333246032286,0.478830361705863,-4.10026727070599,4.12673259066172e-05,0.000682028957717737
"ENSAMXG00000014946",30.3873629892685,-2.95707647802237,0.477866927613058,-6.18807518819715,6.09032797156054e-10,3.57221159870378e-08
"ENSAMXG00000015012",34.8601263876983,-2.09079087780326,0.444674956060786,-4.70184085995042,2.57826417036874e-06,6.0365668483676e-05
"ENSAMXG00000015098",27.9287237170732,-2.68622901964707,0.666020887424238,-4.03325041356549,5.50106038249183e-05,0.000859220557879892
"ENSAMXG00000015370",7.19174476931116,-2.98120257496179,0.98305351259832,-3.03259439771711,0.00242461249915997,0.0187519016474913
"ENSAMXG00000015433",15.9268520026542,-4.22260983908249,0.880454989111892,-4.79594061173053,1.61913249008783e-06,4.04783122521957e-05
"ENSAMXG00000015539",208.29748801756,-1.04550405789282,0.245443272035752,-4.25965661727541,2.04741196825019e-05,0.000372105479603433
"ENSAMXG00000015578",283.785701491945,-1.21578706828449,0.208205384442112,-5.83936420060511,5.24004080836193e-09,2.44171346000754e-07
"ENSAMXG00000015658",79.381927024145,-1.56431279618648,0.403391461483109,-3.87790259723181,0.000105360881312034,0.00147654869173715
"ENSAMXG00000015751",316.804946462285,-1.71463548718794,0.198386916665048,-8.64288591209315,5.48106444919329e-18,9.67840590897026e-16
"ENSAMXG00000016059",178.149651796254,-1.04778082187127,0.264538518518675,-3.96078736563008,7.4703032555463e-05,0.00110409107587479
"ENSAMXG00000016334",108.11499302408,-1.27034298142627,0.225401275149979,-5.63591745690433,1.74128775224924e-08,7.32082757994512e-07
"ENSAMXG00000016374",107.089656843105,-1.64262381760941,0.277753298890597,-5.91396690577711,3.33965014435611e-09,1.63331286214501e-07
"ENSAMXG00000016625",738.168933519994,-1.0101827533227,0.122087229767866,-8.27427041504211,1.29244542193074e-16,2.04535584461209e-14
"ENSAMXG00000016707",267.364541962402,-1.37818096235332,0.166165944844748,-8.29400370599994,1.09499040128832e-16,1.78334601763219e-14
"ENSAMXG00000017176",6.25364374282142,-4.77728248489004,1.35952998293862,-3.51392212370629,0.000441542240810409,0.00479719630155091
"ENSAMXG00000017279",213.526484874505,-1.11120059827272,0.28119941686036,-3.95164616868507,7.76154419754448e-05,0.00114010423742389
"ENSAMXG00000017390",148.342612106884,-1.19907998778594,0.201074650430136,-5.96335731640404,2.47107237189692e-09,1.252333505697e-07
"ENSAMXG00000017536",27.4399232574194,-1.07019341160671,0.406859673276618,-2.63037475055704,0.00852907913710721,0.0491207346927334
"ENSAMXG00000017562",6651.57786318193,-2.09827812394309,0.187612262864573,-11.1841203336358,4.87717815648738e-29,2.40631363456105e-26
"ENSAMXG00000017702",26.9612075499734,-2.60520335619777,0.483323140957448,-5.39018957593661,7.03833958259521e-08,2.56113116047797e-06
"ENSAMXG00000017867",55.4236951821537,-1.73516227604425,0.305413172046261,-5.6813603172997,1.33627624456529e-08,5.73300102367845e-07
"ENSAMXG00000017868",198.568333571849,-1.00203451071781,0.167496580266016,-5.98241772534336,2.19849568294049e-09,1.12438308174777e-07
"ENSAMXG00000017872",22.010384503064,-3.13994723673061,0.806063427397963,-3.89540962907424,9.80329092844609e-05,0.00138426098758151
"ENSAMXG00000017992",58.4398508951259,-1.04351274287227,0.322211643556776,-3.23859414685736,0.00120120368984851,0.0106502071338313
"ENSAMXG00000018049",68.9431692627067,-1.49786021810921,0.383960571226853,-3.90107821051302,9.57652027049727e-05,0.00136256257453428
"ENSAMXG00000018158",70.2341198883911,-4.18266143798246,0.477883410970118,-8.75247255285872,2.0872829743212e-18,3.93417661733012e-16
"ENSAMXG00000018262",29.1245010063097,-2.37462554378634,0.681206704733118,-3.48591041058039,0.000490465233430887,0.00521391273181441
"ENSAMXG00000018349",3.857832830697,-5.06867326684002,1.49760237151269,-3.38452540090484,0.000713014213880548,0.00697423524072664
