,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSAMXG00000012711,116.5255728,-1.001397489,0.213893933,-4.681747989,2.84439027806029e-06,6.14586234436043e-05
ENSAMXG00000012824,5130.46451,-2.456987569,0.366277274,-6.707998948,1.97311354698576e-11,1.22078209750222e-09
ENSAMXG00000012884,99.50858381,-1.426911277,0.20716083,-6.887939579,5.6606242182754e-12,3.78134208238341e-10
ENSAMXG00000012908,26.5394409,-1.838017166,0.667335743,-2.754261531,0.005882474,0.035619878
ENSAMXG00000012965,35.76502354,-1.102356972,0.360387857,-3.058807196,0.002222201,0.016829109
ENSAMXG00000013054,28.51548734,-1.379494682,0.391426578,-3.524274434,0.000424644,0.004492119
ENSAMXG00000013062,36.1661836,-3.990050438,0.540638665,-7.380253566,1.57988349138131e-13,1.39420560526265e-11
ENSAMXG00000013169,55.09968076,-1.452394194,0.293928485,-4.941318265,7.75961236892218e-07,2.03607856947916e-05
ENSAMXG00000013377,38.39528758,-2.218005309,0.351822308,-6.30433392,2.8943589028895e-10,1.50246797909438e-08
ENSAMXG00000013423,379.192883,-1.043787071,0.132937217,-7.851729537,4.10338659515014e-15,4.35452424309383e-13
ENSAMXG00000013582,30.97831839,-3.862437531,0.529748297,-7.291080595,3.07478750413719e-13,2.64384420932658e-11
ENSAMXG00000013587,78.72732789,-1.026424048,0.287863503,-3.565662331,0.000362938,0.003936215
ENSAMXG00000013843,106.9683342,-4.092659179,0.969627666,-4.220856439,2.43375900267061e-05,0.000406443
ENSAMXG00000014684,56.78086163,-1.81256531,0.356227218,-5.088228014,3.61424662628877e-07,1.03061348950653e-05
ENSAMXG00000014765,4.18979536,-5.310190625,1.676202821,-3.16798812,0.001534978,0.012585318
ENSAMXG00000014929,35.8331662,-1.041105249,0.299148713,-3.480226403,0.00050099,0.005115775
ENSAMXG00000014946,26.43691229,-2.786736529,0.458138484,-6.082738358,1.18147064115572e-09,5.58020232119943e-08
